fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,wine quality
6.002631836934875,0.2601315918467437,0.31988720698850537,3.4983081048275806,0.02802255860229893,29.0,113.00375976704981,0.9912001879883524,3.3993796384367796,0.709642822130267,12.299060058237545,1
7.07837258430733,0.12356745168614659,0.37605353258765967,2.128650966277068,0.03931884359599529,17.82162741569267,111.53511775292199,0.9924172804944913,3.395730193255414,0.7611370471785811,11.685952898831204,1
5.349421346584721,0.39476715153808833,0.25029071380343954,3.8680214816216507,0.031145356901719767,44.97092861965605,130.0581427606879,0.9907217442828207,3.310872141410319,0.5750578653415278,11.757267845085988,1
6.58318041750159,0.22001310707129226,0.4532852740719284,1.4333770235709742,0.04683311488214513,30.333770235709743,113.83311488214513,0.9915668851178548,3.0017737077488866,0.43501966060693836,10.74993446464354,1
7.063736144014899,0.3364284936096843,0.3891208432044697,2.085989459944129,0.032818680720074496,25.63736144014899,118.54395783977651,0.9894959345807359,3.1891208432044698,0.43730765040521463,13.300548792081944,1
6.232604156850236,0.14163020784251182,0.2955069437900158,4.033003542573304,0.03683697921574882,53.28628483674724,188.14314241837363,0.9931717709020483,3.496958337259905,0.5114114548975828,11.29781247055071,1
6.68162898728059,0.22839561119671453,0.25,1.4804654249373113,0.04613716763346299,22.609308498746223,125.40232712468655,0.9905841150290039,3.2259767287531345,0.3997672875313444,11.502327124686555,1
7.174262470610238,0.19131637764507858,0.30131637764507857,1.1622787411830713,0.04488016270572833,11.371312353051188,142.6227874118307,0.9919005900235118,3.231434382347441,0.48251475058779525,11.199409976488191,1
7.50404388499953,0.2497978057500235,0.309595611500047,16.549220233127997,0.046449451437505875,40.224725718752936,194.48989028750117,0.9990818025175021,3.06,0.4553032913749647,9.355054856249412,1
6.455319046877543,0.22553190468775428,0.31446809531224573,8.334040460989627,0.027446809531224574,13.893619062449146,81.34042859367372,0.993224042139854,3.13,0.55,11.425530945336657,1
6.224964829504344,0.2947931321039856,0.3114551093712316,2.068758792623914,0.03162482414752173,50.208274715840574,163.2082747158406,0.9896666197726725,3.3795862642079713,0.4258345056831885,12.647931321039856,1
7.6,0.31,0.24,1.8,0.037,39.0,150.0,0.9913,3.05,0.44,11.8,1
6.2079395913149265,0.2770294344097868,0.2789116967706397,15.024709505565884,0.033920604086850735,31.89116967706397,133.10883032293603,0.994442409002006,3.2404996150336247,0.4578233935412794,12.702943440978677,1
7.504952871156649,0.32947196039531473,0.34207940592972075,6.104625346266446,0.035524764355783243,12.26401980234264,125.84158811859442,0.9922394759601756,3.170560792093706,0.41059354458272596,12.100327524890204,1
6.2459792986731255,0.21187632728587458,0.2894639064897501,2.996908182146864,0.03194639064897501,54.54020701326874,139.0268046755125,0.9906243710181424,3.2670514856936257,0.38593816364293726,12.013402337756247,1
7.3198737931325875,0.36179806901213885,0.25602524137348265,16.08154603412581,0.03801262068674133,33.59936896566293,153.40063103433707,0.9970667828614265,3.0538801034759575,0.4779495172530347,10.798106896988802,1
6.597854355947519,0.3480643693215744,0.25010728220262407,3.717210662731775,0.03160214564405248,11.806436932157442,73.0,0.9899531248369696,2.927849804916326,0.6223647594889218,12.440858257620992,1
9.2,0.25,0.34,1.2,0.026,31.0,93.0,0.9916,2.93,0.37,11.3,1
5.993264802537511,0.2516837993656222,0.3864421600845837,3.8048327856207695,0.03996632401268756,22.322108004229186,86.32210800422918,0.9896589897203807,3.1913470394924977,0.5413470394924977,12.810102796193732,1
6.636350934895084,0.29360715025869455,0.3545543455734408,2.0909471953147465,0.027454037395803384,40.36350934895085,104.0,0.9908910869114688,3.2645403739580336,0.4799720567691861,11.645264023426268,1
7.1,0.26,0.34,14.4,0.067,35.0,189.0,0.9986,3.07,0.53,9.1,1
7.669541564832805,0.22477078241640266,0.2991375305501584,16.350816013268215,0.04491375305501584,36.867909538296374,193.69541564832807,0.9987908936422436,3.072183374066878,0.4791375305501584,9.508624694498415,1
6.654074791186326,0.2249185041762735,0.32967401670509394,5.286001936203078,0.036967401670509395,42.49185041762735,146.23777562644102,0.9924242377828338,3.17237775626441,0.3949185041762735,11.20325983294906,1
6.321636971464626,0.12090154047769273,0.35927876761784583,2.092787676178458,0.04392787676178458,47.07212323821542,146.0360616191077,0.9914036061619107,3.2689181514267687,0.7345907571338436,11.401803080955386,1
7.862952598456922,0.17790158005143591,0.4558031601028718,12.914762992284613,0.0443082619434205,41.419683989712816,143.4196839897128,1.0001259051969138,3.2483936797942565,0.7579015800514359,8.562952598456922,1
7.65026133533223,0.20699477329335542,0.377266986796595,4.62293120329818,0.05377591467366281,40.825130667666116,167.52460799700165,0.9950376960014992,3.2604398928735874,0.4244817065267439,10.495078400599668,1
7.0,0.2956088973075596,0.2756088973075596,1.5439110269244036,0.03939851711540673,33.47970342308135,128.9594068461627,0.990991139926936,3.2687080611552175,0.42715847923138844,11.480444865377981,1
6.8,0.18,0.3,12.8,0.062,19.0,171.0,0.99808,3.0,0.52,9.0,1
7.302098594139858,0.1422376757325178,0.3716434864012233,4.602098594139858,0.042367130271975535,36.0,137.12237675732518,0.9946573450794894,3.3343008809617127,0.5697901405860143,10.422376757325178,1
6.776089908322432,0.23322471967562314,0.2985146075458724,2.214853924541276,0.03882606727785046,38.0,102.26449439351246,0.990659750591327,3.161159551480997,0.43876854231324025,11.282606727785044,1
7.139598722397676,0.23122718392293184,0.3758485440513788,2.2481294383730055,0.033056569603425255,60.113139206850505,178.3489968059942,0.9904575275219695,3.1536815517687953,0.6438640803853408,12.694343039657475,1
5.822853201123827,0.41,0.2325715599625391,1.9,0.029914357979396497,8.142889990634771,54.114266005619136,0.9885697068621165,3.216001839475547,0.6077123805431833,13.314288999063477,1
6.649966218482105,0.4356220441171842,0.31062542226897366,1.8812373319307893,0.02993745777310263,41.0,103.87491554620526,0.9899474645294062,3.2975050672276844,0.6156220441171842,12.606254222689737,1
6.801366915819519,0.23794532336721924,0.3341093532655615,1.4397266168360963,0.037986330841804805,31.198633084180482,113.0,0.9914383597010166,3.2096582710451202,0.4859589925254144,10.740410074745856,1
7.8498827859574645,0.18,0.2870023442808507,8.990164099659548,0.035,41.23341147602836,140.70023442808508,0.9953213739675347,3.0493364590411343,0.3980093771234028,10.029976557191493,1
7.126638416995768,0.21467231660084626,0.3326638416995769,2.773361583004231,0.03273361583004231,48.26638416995769,152.46723166008462,0.9899266384169958,3.1526638416995767,0.3826638416995769,12.7,1
6.449721755245943,0.3804248739164047,0.33,4.4053617181802736,0.03789276563639453,18.10166946852434,80.29944351049188,0.9911550128109048,3.335083473426217,0.5650278244754057,12.41922091468864,1
6.469392029706383,0.3009171918307447,0.25346960148531916,4.496907784628724,0.05066299814335107,27.653039851468087,138.17348007426597,0.9914133490730052,3.250917191830745,0.5190828081692553,12.434696014853191,1
7.4,0.19,0.3,12.8,0.053,48.5,229.0,0.9986,3.14,0.49,9.1,1
7.099233276822644,0.24542169774754585,0.4006900508596205,5.493866214581151,0.03500766723177356,17.0,104.00766723177357,0.9923194412569641,3.205421697747546,0.6006133785418849,11.90383361588678,1
7.435650493380929,0.1917825246690464,0.3,13.0495534536665,0.05353475740071392,49.302136101070886,212.08912623345233,0.9986713009867619,3.14,0.48465242599286074,9.064349506619072,1
6.9801378897349045,0.2348729016839891,0.26826798560551224,7.314088728950137,0.03179448441060381,18.05773381314959,130.31408872895014,0.9932487805752237,3.183972422053019,0.4742955635524932,11.512236211304442,1
7.297337929546391,0.3995563215910652,0.2603549427271479,5.459317246587632,0.016106482818144356,26.008873568178696,89.97337929546391,0.9895462928938509,2.8449691981800695,0.5389351718185564,13.184027577278346,1
5.89777567019363,0.4298887835096815,0.2724165876322612,4.161526855709713,0.031747219587742036,43.505560824515925,131.49443917548408,0.991377553237213,3.272639020612898,0.4978058453483758,11.388843865924706,1
7.547997277337122,0.19739986386685612,0.3,13.835980941359857,0.055219959160056835,51.829938740085254,212.3699931933428,0.9988959945546743,3.14,0.46780040839943166,8.952002722662877,1
6.9850938258791775,0.35552814776375324,0.31900625505861185,10.241295901217223,0.044205004046889464,36.85093825879177,131.0,0.9936084432997835,3.10341555670874,0.3384468320017994,11.714906174120822,1
5.2,0.4472365444305254,0.23479281924522358,2.365285461634824,0.03417357269182588,22.594127264850197,128.7970636324251,0.989999370282613,3.3985579098392313,0.7131778170790274,12.953539991335216,1
5.6,0.49,0.13,4.5,0.039,17.0,116.0,0.9907,3.42,0.9,13.7,1
6.8,0.18,0.3,12.8,0.062,19.0,171.0,0.99808,3.0,0.52,9.0,1
7.084294122320878,0.1885117655738773,0.36338823556119304,1.6495882332910525,0.04552882366962634,23.0,93.83470588902982,0.9921685882446417,3.1897529399746314,0.5163647044134384,11.081823522067193,1
6.8100755878333565,0.2740302351333425,0.3130226763500069,5.5415621485560305,0.05690176371611164,35.400503918889044,176.09823628388835,0.9954667004472557,3.4120403135111235,0.5600503918889042,10.590428331055685,1
7.1041227518477665,0.31585810145971904,0.29556088394309077,6.325407532889914,0.043816873941241355,28.4141898540281,139.65675941611238,0.9920372099846823,3.1623106379526944,0.43372962335550436,12.64851391241686,1
6.451098087965974,0.27037749106264486,0.36316060935962846,3.5353810042227334,0.027172958184377413,25.413520907811293,190.17295818437742,0.9917037749106264,3.332186009641144,0.5933802269528232,11.748112544686776,1
7.0325623097279175,0.18,0.3553494058719887,11.204658744959849,0.03711630560735948,41.697670627520075,143.0,0.9970139697142141,3.128372699596788,0.5716289305695796,9.406971815776098,1
6.5929616922875685,0.2214076615424863,0.3664808461437842,1.6504516935956213,0.057521955380389365,45.21114923137295,199.28153230849728,0.993197072615948,3.3756306461699452,0.5492961692287569,10.257770153725412,1
6.860901672178394,0.37478073578959364,0.24391598661635283,3.652131103762141,0.03778258193985134,17.217418060148663,98.652254180446,0.9904017664213516,3.2413032775940533,0.5560901672178394,12.717356521806739,1
7.0943863896583785,0.2583159168975137,0.4821409455217306,2.155091117267032,0.03222454441366484,31.0,113.0,0.9903505224930745,3.358211418282596,0.4233681662049726,12.782114182825959,1
6.7410912079502845,0.3052728019875711,0.30294543960248577,3.874360722484726,0.028852728019875713,15.0,80.44181594037286,0.990961980032497,3.3005456039751424,0.6182182415900569,12.349637633788708,1
6.080433063940586,0.2497012803066841,0.28774458670074265,11.129350404089122,0.036676623989777196,30.548917340148535,115.0,0.9948526363207156,3.2958700808178243,0.473233760102228,10.590216531970293,1
7.753828329472744,0.2011542917631814,0.3466902578893656,2.1215545034745302,0.03713074249420911,44.753828329472746,131.62308583526362,0.9916167494457148,3.245771458815907,0.4476914164736372,11.434628752895442,1
6.353574060942665,0.2753700389790713,0.29,1.3076534372775235,0.04161732813612382,33.0,127.53826718638761,0.9902464259390573,3.221581218994724,0.4246425939057335,11.645920623665141,1
6.986278598569168,0.22656308013555254,0.37786409988703956,1.5595469996234652,0.03797734998117326,17.48090600075307,113.03818799849387,0.9915394573148942,3.204964439804202,0.5621359001129604,11.95035560195798,1
7.487036079851071,0.5030554119776607,0.34879509981383916,14.621301560819107,0.031740721597021425,35.30554119776607,154.30554119776608,0.9955175901996277,3.1343518039925535,0.4534265480968036,11.912963920148929,1
6.931323352892068,0.43747065884317293,0.2706264670578414,4.859749099749546,0.03456147305951106,16.812059882647592,79.87470658843174,0.9906927640704115,3.1087235929588557,0.36062646705784135,12.437353294215864,1
5.758563885438353,0.17704857442519817,0.34763885954015855,1.6,0.029175923969343903,12.706019007664025,60.763885954015855,0.9897646990496168,3.285300950383201,0.7106483633721707,12.135184793868781,1
6.363892837277929,0.25577926614891766,0.3574541643490917,7.822073385108235,0.040425952248519526,47.475317416173176,149.6311706459567,0.994173942226479,3.2899224227317743,0.49532440310649406,10.689351193787012,1
7.314952608334882,0.24800631888868233,0.4194699852787589,1.8149526083348826,0.03744857825004647,51.750789861085295,165.0,0.9912246050694573,3.2780379133320943,0.39747630416744123,12.095331741655823,1
6.0,0.3080782666052075,0.27,2.3,0.04219217333947925,19.096086669739627,119.71173999078113,0.9895180782666052,3.3190391333026037,0.41,12.7,1
7.045634115205037,0.16271829423974812,0.35275121536067167,1.2181219615983208,0.04327182942397481,21.090609807991605,90.0,0.9923079072070579,3.1618121961598322,0.42815488271924435,11.063426865594122,1
6.94395738731398,0.17681278380580615,0.33681278380580615,8.79016765450112,0.04917595179482805,52.09893468284949,122.91202410258597,0.9941945328318395,3.113187216194194,0.4334063919029031,10.480213063430101,1
7.397891238855915,0.23978912388559143,0.35971883184745523,2.001405840762724,0.031042175222881715,27.00702920381362,139.01405840762723,0.9905672215493434,3.2794376636949103,0.48063262834322573,12.482426990465951,1
9.096895548060278,0.18630082761853856,0.49057280251077623,1.517184075323287,0.041057280251077626,38.77087899568951,129.82815924676714,0.994454175799138,3.0634849029418256,0.49057280251077623,9.82291210043105,1
7.119821038185208,0.2109910519092604,0.4022522370226849,14.62612696375233,0.04132432889319453,45.06305925567123,129.38738814886577,0.9991198244191491,3.3419821038185207,0.4798193477032318,9.370268442722187,1
6.178809644886944,0.19283735203622668,0.32686505918550934,6.008055414298565,0.03413134940814491,31.262698816289813,114.13134940814491,0.9931837096010856,3.2937301183710184,0.5616110828597131,10.495857699813243,1
6.940465588118508,0.21404655881185083,0.39,1.3606983821777625,0.032,12.797672059407459,67.39301617822238,0.9895287914998014,3.2739301617822236,0.3920232794059254,12.819650808911119,1
8.13809844647023,0.1823213082573663,0.2792262305808779,8.407147669705347,0.03469049223235116,41.0,140.30950776764885,0.9950452461161755,3.048511463610343,0.3707737694191221,10.231540801250757,1
7.289406610569606,0.3413678564456098,0.3508673088186304,4.064552219792307,0.02766472521036398,12.111758263212007,50.88824173678799,0.9909216827204658,3.156338734601069,0.4102502738134897,12.232945042072796,1
6.097319474713567,0.3278555797708535,0.29986597373567836,3.0013402626432164,0.035919584241407,30.02680525286433,123.98659737356783,0.9892187937636211,3.3113402626432165,0.39906181614974845,13.1080415758593,1
6.271725431042124,0.18869017241684952,0.282619655166301,3.851762931263714,0.039434508620842475,101.49684913968848,163.75881465631858,0.992248438103592,3.143513879290478,0.7811020258536638,11.06756939645239,1
6.713378472511889,0.32509456007897425,0.3364324073301631,7.575811344234035,0.035598645824643345,38.91081018325408,123.91081018325407,0.9912768246537916,2.9931216435861074,0.3208918981674592,12.404459490837297,1
7.285484950954599,0.18217725735681012,0.2936287622613502,1.2036287622613502,0.044689464829656536,12.217725735681013,142.74598664170549,0.9918362876226136,3.2039916384874854,0.48,11.267341139647849,1
6.234568088142669,0.2527571985309555,0.2886420220356672,1.3448560293808896,0.03751852132214003,41.448560293808896,114.72428014690445,0.9906551439706192,3.253415566211977,0.45794241175235584,11.217284044071334,1
6.389755064528422,0.21826837016036835,0.339682642745316,2.2795101290568436,0.043865814919815824,67.51948895188949,136.8975506452842,0.9913141427258495,3.2914142725849476,0.7665367403207367,11.537806169339474,1
5.729701282081283,0.14767354166179147,0.2970298717918717,1.3787126602601603,0.03657425320520321,36.85149358959358,81.93563301300802,0.9903908876282665,3.3087126602601606,0.4668321474276471,11.155448076878075,1
5.8924503958343335,0.24452976249939984,0.2815099208331333,1.327681881940777,0.03174834652781112,35.949669305562225,95.05033069443778,0.988896542990277,3.0835231486106442,0.6334570097230892,12.897483465278112,1
6.774241418778,0.26113621281669996,0.3225758581222,4.496190503726993,0.05068947940387003,50.14396453055001,171.14396453055002,0.993845448512668,3.1202259153502996,0.5134086384500998,9.908327803278999,1
6.471775566747143,0.26,0.3929107694063766,2.94244705748065,0.029715547515444155,29.85777375772208,113.0,0.990814001809025,3.3871333936341688,0.5856228051302987,12.557332127316624,1
7.4,0.19,0.3,12.8,0.053,48.5,229.0,0.9986,3.14,0.49,9.1,1
6.621766824114616,0.25145112160764105,0.2180441706028654,5.636278040191026,0.033927443919617946,28.731860979904486,141.7318609799045,0.994138328025378,3.3063721959808974,0.3434069510047757,10.234069510047757,1
6.4,0.105,0.29,1.1,0.035,44.0,140.0,0.99142,3.17,0.55,10.7,1
7.373455188298174,0.18762924519156193,0.25762924519156194,7.938398585744015,0.10939408024888839,32.8814622595781,161.85308962340366,0.9949360278309356,3.1832219338936714,0.3785308962340365,10.51752830127708,1
7.539549237627915,0.311395017593202,0.24139501759320195,1.832550410508046,0.03639549237627915,39.04650058644007,150.09300117288012,0.9912837247947459,3.0639501759320193,0.4474400938304105,11.804650058644008,1
6.995759552159533,0.2584541007641052,0.2690150279900292,1.7042404478404674,0.04415458992358948,40.23939888039883,107.0,0.9919641332681732,3.4121068264618186,0.610560927225924,11.640901679401754,1
7.781807867786513,0.21190035762665965,0.3551217166079664,4.02804291519916,0.04574391416960168,43.190035762665964,107.43800715253319,0.9936360369959361,3.3109964237334033,0.5154576396640462,11.113210013546471,1
7.373567060246442,0.37119352392471194,0.37503034182477973,5.38927843374407,0.035767363580013554,36.3459204475017,142.0377613425051,0.990983627743896,3.0630209074004067,0.39,13.127039776249154,1
6.689113712658416,0.4810886287341585,0.26727842816460384,3.6587346704636974,0.03757594760548679,35.0,130.05443143670792,0.9900108862873416,3.2001139909915017,0.512177257468317,13.15759476054868,1
7.091256909527352,0.22281422738183787,0.31262292714179457,1.940300408327135,0.04831557317854487,12.912569095273515,135.77185772618162,0.992336885364291,3.2112158134508757,0.5307241048836975,11.326229271417946,1
7.261720622779926,0.3256787694618727,0.26345698443050186,2.5049329281611987,0.03879005544932435,29.172849221525095,114.91357538923745,0.9911461641928426,3.0916061526906367,0.5269139688610037,11.860497227533783,1
6.057929414413169,0.27158588288263374,0.3815639204209602,1.5934470608098765,0.03247356861862277,29.763215690688615,129.7632156906886,0.9908016517702677,3.3344603911416186,0.4549890187691632,11.389427447449108,1
6.619734619551427,0.2460530760897146,0.2912714112286663,2.394306394978101,0.04359203858654281,30.26755126816191,95.73244873183809,0.9917491869672451,3.2149529546903786,0.6453510253632382,11.20834740950763,1
6.428992350235855,0.29708014593160603,0.2851679416273576,5.716175591391503,0.03454832058372643,32.09664116745285,114.54832058372642,0.9917034619277711,3.2103358832547153,0.5032351182783006,11.646698144418231,1
6.6696212246395445,0.33,0.5752041270132447,7.397609433173131,0.035952188663462614,45.744023582932826,131.61603537439925,0.9915298308026562,3.246638467109366,0.42488047165865656,13.092828299519393,1
6.1764271228564125,0.706961026426927,0.04064474028666437,3.0939220528538542,0.04111786438571794,18.11786438571794,120.0,0.9901727803545688,3.214143726286153,0.8775318755694919,13.582135614282059,1
5.947550908470824,0.18450858849226937,0.35360687079381553,1.6,0.029573791386254367,12.60655215343641,61.36068707938155,0.9897696723923282,3.28032760767182,0.6668829475120197,12.214758277250873,1
6.9,0.19,0.31,19.25,0.043,38.0,167.0,0.99954,2.93,0.52,9.1,1
6.357542603105542,0.1521228698447229,0.41877130155277087,1.3061434922361457,0.04193856507763854,70.82116572050124,150.63686095341689,0.9907424573968945,3.1803345270497356,0.7575973079813978,11.369829587577833,1
6.26290218746979,0.2762442544647173,0.2812672366058482,14.899080714354765,0.0333709781253021,32.126723660584815,132.87327633941518,0.9945382009553044,3.253847674099806,0.46253447321169633,12.624425446471728,1
6.0,0.31,0.27,2.3,0.042,19.0,120.0,0.98952,3.32,0.41,12.7,1
4.830673739427365,0.17490779830837835,0.2779550840381757,2.912269495770946,0.02993865252114527,22.02044915961824,110.95910168076351,0.9901995910168077,3.3791820336152703,0.3440898319236486,11.330673739427365,1
7.327517463810092,0.18144965072379818,0.298697904342789,1.443489521713945,0.0411302095657211,33.85503492762018,101.0,0.9937399741000579,3.4921615261146606,0.5913020956572109,10.543489521713946,1
7.415218018571561,0.23526401547960035,0.2990062291020446,3.022827027857341,0.02829813126938662,21.45031145510223,99.45031145510222,0.9909183536161019,3.1191768080509763,0.4562577863775557,11.797671300306225,1
6.204404649267605,0.19426427895605633,0.27529525611718314,4.1455469657521125,0.04095595350732394,105.70571158242254,168.38238140292958,0.9923154065954406,3.1292691174540845,0.7786786052197183,10.910309771611267,1
6.036784173732643,0.21338263105332347,0.32,1.8029578631994092,0.03924952720935008,37.3234737893353,93.98521068400295,0.9898997420369321,3.243530524213294,0.821607913133678,12.230868447333826,1
7.245650628313403,0.16839108796387633,0.44986916336148464,5.310855654820622,0.037,15.926096230119585,110.3086987433732,0.993213472387591,3.2648267361083714,0.5158274470842059,11.277828869035876,1
5.410592802452256,0.44517007656684243,0.17277452527234916,2.0549805895779145,0.026423712098090215,29.0,129.94703598773873,0.989546418843801,3.3963556814713534,0.7609961179155829,13.325850382834213,1
7.367356177788276,0.24261150577693796,0.35640917955671025,2.0979314666351745,0.03178345173308139,27.032643822211725,138.96735617778828,0.9905878668337657,3.2796735617778827,0.4806528764442345,12.496735617778828,1
7.3,0.22,0.4,14.75,0.042,44.5,129.5,0.9998,3.36,0.41,9.1,1
6.175761323672746,0.35933894519107484,0.37647437435239933,3.1647437435239936,0.03091185935880998,19.955929679404992,89.0,0.9895542708583226,3.069915822133877,0.33110175801487524,12.011017580148753,1
7.916002411898934,0.26719807048085287,0.3552012863460981,6.879951762021321,0.04828019295191471,41.0,167.0,0.9951600040198315,3.163200482379787,0.4083997588101066,10.795994372235821,1
6.285185907418678,0.2291005033064758,0.3367195973548194,11.949206039677708,0.04141798993387048,43.83597986774097,125.74603019838855,0.995975662283612,3.10042312050015,0.5550793960322291,10.023809059516564,1
7.1,0.26,0.34,14.4,0.067,35.0,189.0,0.9986,3.07,0.53,9.1,1
6.0,0.31,0.27,2.3,0.042,19.0,120.0,0.98952,3.32,0.41,12.7,1
7.76391557739144,0.19635316584782098,0.27454894471739305,7.84587336608716,0.032819577886957205,41.0,142.1804221130428,0.9941097889434786,3.0999616081086767,0.37545105528260697,11.02667939804319,1
7.198051682200111,0.2003896635599779,0.3398051682200111,2.7019483177998898,0.032019483177998895,48.98051682200111,151.0389663559978,0.9899980516822001,3.1598051682200112,0.3898051682200111,12.7,1
6.618072403310896,0.18591866471029653,0.3454518100827724,1.9591866471029653,0.036816267057940694,29.454818991722757,84.22740949586138,0.9897305270328065,2.9600300890895035,0.5540813352897034,11.840813352897035,1
6.444375663959203,0.371920442473469,0.3044375663959203,4.0251712392245125,0.028536353978775228,38.40397787632655,112.21193362897965,0.9893825237171756,3.1396022123673455,0.478079557526531,13.236419911306106,1
6.120217937623204,0.25712729016977115,0.3628727098302289,3.039346187130388,0.033287270983022886,40.45745419660458,98.54254580339543,0.9897829816786419,3.298509160679085,0.4082981678641831,12.388291223055882,1
7.379169998845335,0.2612529989608017,0.3370869987298687,1.1624900034639944,0.03279090026557291,41.79169998845335,105.4166000230933,0.9902415160521908,3.1024820062351903,0.44624100311759507,12.004229978061367,1
6.837671089543864,0.3670696805967965,0.23218581492479062,7.406045208951947,0.03429303194032035,24.646515970160177,116.90232268655988,0.993483353382101,3.275023849255224,0.45451161343279944,11.488832432823806,1
7.374190176948144,0.32967797104484914,0.2751610144775754,3.8709698873966354,0.027709698873966356,20.838700482585846,99.61290016086195,0.9904625790820396,3.094516956567274,0.49322599034828307,12.370969887396635,1
7.526147051589941,0.2796467653569053,0.35356882309539645,2.4512382432510655,0.04128623538092071,34.22614705158994,108.45229410317988,0.9909708485319435,3.28311000245942,0.5458302936112959,12.822614705158994,1
6.6071568903380085,0.09990056534848721,0.3361232508764576,1.8540756184265679,0.031214706710140244,23.0,93.15308127191145,0.991214313780676,3.3124453710559405,0.6663221201794831,11.831610600897417,1
6.9,0.3,0.3985808875152761,5.600206914396665,0.04442987203335047,25.571369453029526,155.42863054697048,0.9940859330237908,3.3271534984546856,0.7214191124847239,11.742780288938382,1
7.101328260734761,0.1885904037247823,0.3128191925504354,1.4,0.04360368633212992,36.71808074495646,135.4228788825653,0.9935109514280399,3.342819192550435,0.574228788825653,10.383247515778299,1
6.5,0.33,0.3,3.8,0.036,34.0,88.0,0.99028,3.25,0.63,12.5,1
7.3055185921332235,0.28623005014961617,0.27025266344594306,7.272872362548246,0.03553789951689146,28.432180906370615,141.86436181274124,0.9941277460308253,3.1945744725096494,0.41889628157335534,10.686436181274123,1
7.09024374897607,0.15780500081914398,0.341951250204786,5.475612518430739,0.0334146249385642,32.8048749795214,104.0,0.9949975562182581,3.3680487497952143,0.515121874488035,9.57317502867004,1
7.0,0.36,0.32,10.437894108781922,0.045,35.276026183191455,134.44794763361708,0.9935027602618319,3.09,0.33,11.613801309159573,1
5.377886414858092,0.3497316415752457,0.24478052826138724,1.846016226448844,0.03761951320653468,31.38048679346532,105.46016226448845,0.9888041959614238,3.355756188588121,0.6626503019914163,13.19024339673266,1
6.850429772382534,0.37732092817394414,0.29495702276174657,1.774641856347888,0.03526504203338869,41.0,104.75214886191267,0.9909577362175022,3.3501719089530138,0.6300286514921689,12.073495796661131,1
6.9709412440193645,0.27675299521549157,0.37709412440193646,14.929058755980636,0.038102338755933454,59.709412440193645,180.12823732058092,0.9985615288038256,3.2352116363632075,0.6710233875593345,9.358117511961272,1
7.013029865082333,0.1940847784131734,0.38508790944423665,2.321302986508233,0.037,18.0,101.78697013491767,0.9920656671484094,3.4303516377769467,0.4689968689689368,11.4639089595247,1
6.41193592702153,0.3121644851084929,0.35111935927021526,11.32387185404306,0.04023129519723683,29.671615562129183,198.22387185404307,0.9984223871854043,3.32418050335311,0.49552256291913876,9.344032036489235,1
6.249181361656397,0.2764402662620515,0.2806792012138456,14.930442601928236,0.03350818638343603,32.06792012138456,132.93207987861544,0.9945142875160297,3.250515473545125,0.46135840242769116,12.644026626205147,1
6.559233091471473,0.36583174541497043,0.33351010912423545,3.847348363136468,0.027307134548370603,39.978061817973526,130.0,0.9906855589099033,3.274734836313647,0.39219381820264715,12.636379272123232,1
6.861803085089598,0.21,0.28030051418159974,2.1206010283631995,0.03144207198542395,26.412020567263987,139.412020567264,0.990618030850896,3.16824041134528,0.6017595886547202,12.064373262556815,1
7.603292883622374,0.25519208487797185,0.3051372034842656,9.845883895472031,0.03749176779094406,29.989023721258754,117.5027440696853,0.9944298021219493,3.004753033728322,0.4745883895472033,11.198353558188813,1
6.5,0.28,0.34,3.6,0.04,29.0,121.0,0.99111,3.28,0.48,12.1,1
5.8,0.3161640710006743,0.20127864299977524,2.6,0.026744271400044952,16.360678500112382,122.61640710006743,0.9893651145719992,3.363835928999326,0.7812786429997752,13.912786429997754,1
7.236545672274645,0.2871756414535225,0.2936545672274645,2.0358782072676127,0.03691030448183097,34.54484775908452,115.45515224091548,0.9901974801232845,3.217309134454929,0.4172423879542258,12.817271638626774,1
5.944944989278533,0.2948314996426178,0.2269102487491622,2.3342675196560223,0.02789889978557067,12.0,119.75842501786911,0.9900039374553272,3.3730897512508378,0.7223590050033512,13.130330064328799,1
6.8,0.18,0.3,12.8,0.062,19.0,171.0,0.99808,3.0,0.52,9.0,1
6.341275060707531,0.23062809874989723,0.3108972839284246,1.4946162964294525,0.0222153481428219,11.071782714273967,81.96410864286301,0.9892376859249938,3.2937190125010276,0.39928217285726036,12.873081482147263,1
7.1,0.26,0.34,14.4,0.067,35.0,189.0,0.9986,3.07,0.53,9.1,1
6.110555950407886,0.31129251625447524,0.2604222380163155,2.308444760326309,0.028554069862315876,11.70185316802629,47.55406986231588,0.9887933004975139,3.2178888099184224,0.5068074126721052,12.955406986231587,1
7.3,0.25,0.36,13.1,0.05,35.0,200.0,0.9986,3.04,0.46,8.9,1
7.202197337862241,0.3018957320878835,0.3051098668931121,3.0700559898099558,0.03681042679121165,29.744506655344395,101.48901331068879,0.9912383240016983,3.08,0.3840930699501254,12.044506655344396,1
6.894663795419961,0.3605336204580039,0.3367982772519765,4.077267294659096,0.018320172274802357,57.37353432060275,118.3062934045949,0.989806937065954,3.2890715477860666,0.3728068909920943,12.69466379541996,1
